Timestamp,Sensor Value
13:56:39,103
13:56:39,103
13:56:39,103
13:56:39,103
13:56:39,103
13:56:39,103
13:56:39,103
13:56:39,103
13:56:39,103
13:56:39,86
13:56:39,33
13:56:39,89
13:56:39,88
13:56:39,88
13:56:39,88
13:56:40,88
13:56:41,88
13:56:42,88
13:56:43,88
