Timestamp,Sensor Value
10:24:28,116
10:24:29,116
10:24:30,117
10:24:31,117
10:24:32,117
10:24:33,82
10:24:34,59
10:24:35,70
10:24:36,79
10:24:37,75
10:24:38,79
10:24:39,46
10:24:40,41
10:24:41,34
10:24:42,39
10:24:43,33
10:24:44,13
10:24:45,17
10:24:46,21
10:24:47,85
10:24:48,92
10:24:49,101
10:24:50,84
10:24:51,87
10:24:52,80
10:24:53,93
10:24:54,102
10:24:55,89
